label,energy_peak,env_mean,pitch_std,pitch_mean,mfcc_high,mfcc_low,delta_mfcc,mfcc_mean,mel_drange,logmel_std,logmel_mean,spectral_centroid,flatness,spec_std,spec_mean,amp_range,amp_mean,energy_std,energy_mean
neutral,0.00753736449405551,0.0274960994720459,0.04260823875665665,0.11792906373739243,0.1912168711423874,0.9571928977966309,9.999999960041972e-13,31.199893951416016,-4.172875881195068,4.928615570068359,21.053186416625977,-3.3883559703826904,-0.005153533071279526,-19.03696632385254,1.4034569263458252,282.1338806152344,285.18438720703125,-7.820688097126549e-08,81.18125915527344
neutral,0.0038519653026014566,0.01032448373734951,0.03882170096039772,0.12573547661304474,0.1740051507949829,0.9645617604255676,9.999999960041972e-13,32.73970413208008,-3.6775057315826416,4.168169975280762,19.19803810119629,-3.0667545795440674,0.031783781945705414,-5.708212375640869,-2.256253480911255,139.23159790039062,34.584991455078125,1.1864118221183162e-07,36.70607376098633
angry,0.007303799502551556,0.018840188160538673,0.05139024183154106,0.17423400282859802,0.16125142574310303,0.9679397344589233,9.999999960041972e-13,33.118167877197266,-2.196721076965332,3.6762566566467285,20.08578109741211,-4.3947296142578125,0.08530740439891815,-8.601469039916992,0.532409131526947,402.4393005371094,397.2950134277344,1.5289415387087502e-06,42.70600509643555
surprise,0.009847672656178474,0.02343112789094448,0.060765646398067474,0.21134336292743683,0.13336965441703796,0.9801468253135681,9.999999960041972e-13,33.508888244628906,-3.548116683959961,3.994428873062134,20.67015838623047,-4.6578545570373535,0.06159906089305878,-25.0118350982666,-3.1223883628845215,354.8510437011719,83.98286437988281,-1.0639298579917522e-06,24.667278289794922
surprise,0.03878405690193176,0.11664056777954102,0.10252068936824799,0.2758849859237671,0.16395868360996246,0.9689508676528931,9.999999960041972e-13,36.984283447265625,-1.610389232635498,4.153337478637695,21.352096557617188,-1.7592021226882935,0.08454278856515884,-2.4214420318603516,-1.1869421005249023,208.8399658203125,59.58025360107422,-5.504923137777951e-06,23.51870346069336
angry,0.012116111814975739,0.035890351980924606,0.0675467774271965,0.23521418869495392,0.19389985501766205,0.9536619186401367,9.999999960041972e-13,32.83055114746094,-1.8618158102035522,4.036056041717529,20.546720504760742,-4.116774559020996,0.14508354663848877,-5.554603099822998,-0.010238410905003548,223.07830810546875,71.6134033203125,-1.1683277989504859e-05,72.1617202758789
sad,0.0010798561852425337,0.00291765877045691,0.019408641383051872,0.059606920927762985,0.1618187427520752,0.9698221683502197,9.999999960041972e-13,31.73429298400879,-5.760951042175293,4.212210178375244,18.589338302612305,-3.8440146446228027,0.038283973932266235,-18.074338912963867,1.0115504264831543,234.51112365722656,199.8046112060547,1.6860943219398905e-07,35.991546630859375
surprise,0.010947080329060555,0.030489027500152588,0.057547882199287415,0.19721373915672302,0.13550156354904175,0.9786120653152466,9.999999960041972e-13,44.30324935913086,-3.7374093532562256,3.9165456295013428,21.677406311035156,-2.5942418575286865,0.11961619555950165,-14.016328811645508,3.139519453048706,596.0238037109375,434.74169921875,-4.6188310989236925e-06,29.398212432861328
neutral,0.001338834292255342,0.0031814875546842813,0.02367193065583706,0.08053894340991974,0.17312149703502655,0.9647279381752014,9.999999960041972e-13,36.9349250793457,-4.517850875854492,3.937121868133545,18.22613525390625,-4.406744480133057,0.10980749130249023,-18.856775283813477,3.6053948402404785,212.95082092285156,62.38161849975586,2.6843920295505086e-06,26.92701530456543
fear,0.01777462288737297,0.043272465467453,0.08255818486213684,0.28055721521377563,0.12468425184488297,0.9828282594680786,9.999999960041972e-13,37.362762451171875,-4.337532997131348,4.725982189178467,21.605310440063477,-3.5540714263916016,0.08276504278182983,-6.715734958648682,-0.8458219766616821,200.41604614257812,106.71004486083984,-2.797694833134301e-06,25.71691131591797
angry,0.012913071550428867,0.029864991083741188,0.07064715772867203,0.26084592938423157,0.17172233760356903,0.964582622051239,9.999999960041972e-13,36.657676696777344,-2.4697601795196533,4.550997734069824,19.720876693725586,-4.407597064971924,0.1645553708076477,-8.085006713867188,1.3427013158798218,698.7301635742188,837.8527221679688,6.583794856851455e-06,45.16324234008789
neutral,0.0024224466178566217,0.007740976754575968,0.02884756773710251,0.09183347225189209,0.19579386711120605,0.954852819442749,9.999999960041972e-13,29.027299880981445,-4.007846832275391,4.068040370941162,20.01307487487793,-2.758002281188965,0.08573237806558609,-7.808777332305908,-1.0687899589538574,384.8296813964844,593.7265014648438,-2.135091108357301e-06,58.178070068359375
surprise,0.006323858629912138,0.01531810313463211,0.047492288053035736,0.16647948324680328,0.1773322969675064,0.9640502333641052,9.999999960041972e-13,39.03908157348633,-3.781430959701538,4.585520267486572,19.84866714477539,-4.86708927154541,0.10848776251077652,-21.561992645263672,1.999265432357788,498.0406799316406,471.93267822265625,4.781355983141111e-06,33.520668029785156
happy,0.0028306953608989716,0.007947958074510098,0.032111234962940216,0.11106260120868683,0.18773066997528076,0.9589875340461731,9.999999960041972e-13,41.57310104370117,-4.20827054977417,4.243058681488037,18.393600463867188,-5.404201507568359,0.06397400051355362,-21.177717208862305,3.2187323570251465,231.68653869628906,36.04446792602539,-2.219393763880362e-06,77.72681427001953
fear,0.0038862312212586403,0.00784075353294611,0.0419875867664814,0.14825743436813354,0.15397772192955017,0.9723092317581177,9.999999960041972e-13,30.046308517456055,-3.3610925674438477,3.613483428955078,18.67815589904785,-2.160672664642334,0.07787743955850601,-2.931833267211914,-2.317115306854248,388.83892822265625,367.4853210449219,5.90134391131869e-07,21.336719512939453
sad,0.002253043232485652,0.0068803755566477776,0.025349725037813187,0.08707274496555328,0.14901530742645264,0.9739987850189209,9.999999960041972e-13,33.72384262084961,-5.515066623687744,4.589507102966309,18.82636260986328,-3.0221762657165527,0.1306571364402771,-16.011581420898438,0.7234455943107605,1168.09619140625,839.2274169921875,-2.769514821920893e-07,44.17524337768555
fear,0.01029591541737318,0.030898671597242355,0.06043253839015961,0.18451230227947235,0.14325746893882751,0.9765978455543518,9.999999960041972e-13,31.59975242614746,-3.1228039264678955,3.8799495697021484,20.02106285095215,-2.480095148086548,0.10453620553016663,-0.48828065395355225,-3.536673069000244,475.35308837890625,754.4957275390625,-1.232877366419416e-06,40.96931076049805
angry,0.0013456008164212108,0.0067896111868321896,0.011339868418872356,0.0020751953125,0.10888516902923584,0.9872190952301025,9.999999960041972e-13,58.730712890625,-9.521291732788086,4.256038188934326,19.24601936340332,-6.392043590545654,0.12075719237327576,-35.635005950927734,2.4871342182159424,1429.941162109375,1079.918701171875,-1.002882640932512e-06,88.38984680175781
fear,1.4953473510104232e-05,3.771433739530039e-06,0.003836044343188405,0.001220703125,0.08514037728309631,0.9925609827041626,9.999999960041972e-13,31.944196701049805,-10.732514381408691,1.6786552667617798,11.941112518310547,-6.250390529632568,0.013540335930883884,-47.94480514526367,3.806828260421753,282.072265625,117.64056396484375,-6.637579730295329e-08,1.9125025272369385
neutral,0.005439619068056345,0.017788009718060493,0.040057823061943054,0.11548461765050888,0.13799254596233368,0.9786615371704102,9.999999960041972e-13,33.691749572753906,-4.197566032409668,4.042281150817871,20.642486572265625,-4.596926212310791,0.10555639117956161,-22.22759246826172,4.40289831161499,546.3284301757812,753.9675903320312,1.3997312464653078e-07,51.42202377319336
surprise,0.00416373647749424,0.010419631376862526,0.03686119616031647,0.14804990589618683,0.15030476450920105,0.9743879437446594,9.999999960041972e-13,41.9748649597168,-5.1433329582214355,4.852420806884766,19.94832992553711,-5.005756855010986,0.1601659506559372,-13.773170471191406,-1.3733376264572144,885.8790283203125,995.2216186523438,9.521096217213199e-06,36.82148742675781
sad,0.010261324234306812,0.03516010940074921,0.05735762044787407,0.20672607421875,0.13448670506477356,0.9793168306350708,9.999999960041972e-13,37.03004455566406,-3.0965018272399902,3.621415853500366,20.309894561767578,-2.0477797985076904,0.13743051886558533,-4.601082801818848,-0.9060146808624268,401.3642578125,453.36444091796875,-6.864561783004319e-06,53.91480255126953
fear,0.0008843918913044035,0.002007833682000637,0.019040578976273537,0.0667724609375,0.15506337583065033,0.9713431000709534,9.999999960041972e-13,38.84722137451172,-5.039820671081543,3.39216685295105,17.809473037719727,-5.200308322906494,0.061608098447322845,-17.941492080688477,0.7226196527481079,330.5806884765625,203.470703125,1.5029939959276817e-07,22.19000816345215
surprise,0.020743412896990776,0.05879255384206772,0.08090347051620483,0.27546077966690063,0.14377513527870178,0.9765073657035828,9.999999960041972e-13,40.1361198425293,-4.4523024559021,5.412581443786621,21.360523223876953,-3.204195261001587,0.14840416610240936,-16.56068229675293,1.5202959775924683,422.9747619628906,344.6494140625,6.433871476474451e-06,27.25714683532715
surprise,0.019286569207906723,0.04522467777132988,0.08828327804803848,0.3146789073944092,0.1656799465417862,0.9673349261283875,9.999999960041972e-13,36.66059494018555,-1.2266241312026978,3.3056395053863525,20.474327087402344,-2.248786449432373,0.09907631576061249,-0.3024148643016815,-0.1586717814207077,427.4096374511719,370.3873291015625,-2.5054737307073083e-06,27.868478775024414
surprise,0.012518840841948986,0.03273322060704231,0.06657612323760986,0.22938230633735657,0.1385132372379303,0.9784554839134216,9.999999960041972e-13,34.37142562866211,-3.4614908695220947,4.046017646789551,20.511280059814453,-4.13817024230957,0.04038163647055626,-23.03635025024414,0.5094926357269287,329.64508056640625,209.3848114013672,4.154443615789205e-07,32.5306282043457
neutral,0.0034564125817269087,0.00897380243986845,0.034648347645998,0.1203460544347763,0.1956707239151001,0.9553124308586121,9.999999960041972e-13,38.498966217041016,-3.6717324256896973,4.4432268142700195,19.22074317932129,-3.9207472801208496,0.06251920014619827,-17.431211471557617,2.281615734100342,253.77426147460938,59.937294006347656,6.995019703026628e-06,34.079994201660156
neutral,0.0023047991562634706,0.005995501764118671,0.03082267753779888,0.09753723442554474,0.17555992305278778,0.9641218185424805,9.999999960041972e-13,23.12873649597168,-3.7971506118774414,3.6529014110565186,18.610294342041016,-4.548023700714111,-0.002375762676820159,-12.980050086975098,1.9908350706100464,371.0711669921875,579.1155395507812,1.5336460990056366e-07,33.71249008178711
happy,0.006033935584127903,0.020760726183652878,0.04718632623553276,0.13919676840305328,0.1994766891002655,0.9514084458351135,9.999999960041972e-13,31.104766845703125,-2.134795904159546,3.4371566772460938,20.111351013183594,-3.972505807876587,0.09566745907068253,-4.4805192947387695,-2.3862032890319824,193.45050048828125,83.30775451660156,-4.337429970746598e-07,125.13692474365234
neutral,0.002005036221817136,0.008911221288144588,0.022716015577316284,0.075103759765625,0.16214966773986816,0.9705765843391418,9.999999960041972e-13,34.3704719543457,-5.7785797119140625,4.527294635772705,19.188190460205078,-4.683370113372803,0.15013965964317322,-19.591623306274414,-1.0266180038452148,507.77032470703125,720.6432495117188,5.553046776185511e-06,230.91331481933594
sad,0.001732467208057642,0.005286125466227531,0.022014210000634193,0.07224120199680328,0.16263192892074585,0.9704447984695435,9.999999960041972e-13,41.900630950927734,-5.690722465515137,4.604340076446533,18.693252563476562,-5.477813720703125,-0.0060214996337890625,-24.595949172973633,3.671144962310791,246.8289031982422,32.32304763793945,-4.2362138685803075e-08,38.90842056274414
sad,0.0035213555674999952,0.010675232857465744,0.03392130881547928,0.10715027153491974,0.17296595871448517,0.9648718237876892,9.999999960041972e-13,30.753095626831055,-4.2650861740112305,4.320192337036133,20.2008056640625,-4.158851146697998,0.028251299634575844,-16.957731246948242,0.7927060723304749,578.9073486328125,619.719970703125,-7.667345869322162e-08,58.3932991027832
angry,0.00999442208558321,0.045348115265369415,0.04063703864812851,0.09559932351112366,0.16867506504058838,0.9677186012268066,9.999999960041972e-13,48.438934326171875,-5.621669292449951,5.6739630699157715,21.033321380615234,-5.0705037117004395,0.14177417755126953,-18.225282669067383,-0.7024516463279724,435.84075927734375,529.7781982421875,7.3661990427353885e-06,83.93010711669922
sad,0.009284098632633686,0.02678036317229271,0.05750516429543495,0.18011780083179474,0.1445283591747284,0.9761949777603149,9.999999960041972e-13,32.286720275878906,-3.1398894786834717,4.013146877288818,20.70538902282715,-2.3235793113708496,0.045549049973487854,-0.3132830560207367,-2.564628839492798,164.3215789794922,70.6490478515625,-2.8942040444235317e-06,39.15611267089844
fear,0.014026965945959091,0.029441291466355324,0.0682862251996994,0.2852538824081421,0.1406628042459488,0.9776631593704224,9.999999960041972e-13,45.829994201660156,-2.877028703689575,3.6995949745178223,19.7025146484375,-3.434295654296875,0.10083907097578049,-17.749359130859375,0.25720563530921936,407.105712890625,198.83995056152344,1.2650292774196714e-05,19.29080581665039
happy,0.0017114377114921808,0.0032375184819102287,0.029512496665120125,0.10074156522750854,0.20119111239910126,0.9497120976448059,9.999999960041972e-13,33.855655670166016,-2.8932316303253174,3.1206214427948,18.256193161010742,-4.677125453948975,0.15461145341396332,-6.548380374908447,-2.06191086769104,244.03524780273438,475.64727783203125,-1.4583617939933902e-06,19.57235336303711
sad,0.00516032800078392,0.020024660974740982,0.03573821857571602,0.12323303520679474,0.11475226283073425,0.985649049282074,9.999999960041972e-13,29.83148956298828,-6.369945049285889,4.8652849197387695,20.597856521606445,-5.590006351470947,-0.0020800051279366016,-23.054269790649414,1.8168774843215942,421.5875549316406,669.1847534179688,-9.15490083741588e-09,62.52659606933594
happy,0.0036220906767994165,0.011004606261849403,0.03615540638566017,0.1160888671875,0.193233922123909,0.9556369185447693,9.999999960041972e-13,36.46320343017578,-2.6998813152313232,3.458904981613159,19.293560028076172,-5.1122918128967285,0.06986314058303833,-6.885383129119873,-3.9328389167785645,215.6356201171875,104.61643981933594,-4.840455858357018e-07,77.84294128417969
neutral,0.006052057258784771,0.019352754577994347,0.04100213944911957,0.1289825141429901,0.20051687955856323,0.9524445533752441,9.999999960041972e-13,31.002605438232422,-4.452796936035156,5.301637649536133,20.012096405029297,-3.266005277633667,0.07060348987579346,-14.55638313293457,0.2609744966030121,155.23849487304688,50.68808364868164,5.428362896964245e-07,41.96962356567383
surprise,0.005069638602435589,0.011220348998904228,0.04722587764263153,0.1621459722518921,0.14514344930648804,0.9758793711662292,9.999999960041972e-13,35.10072326660156,-3.694674253463745,3.8902647495269775,19.459590911865234,-4.957813262939453,0.07651469856500626,-24.81378746032715,-1.298793077468872,413.5452575683594,450.989990234375,-1.0493397439859109e-07,29.876541137695312
neutral,0.0024023966398090124,0.009941422380506992,0.02327056974172592,0.06287230551242828,0.12928663194179535,0.9815759658813477,9.999999960041972e-13,25.01270866394043,-5.937900066375732,4.322061061859131,19.538097381591797,-4.377752780914307,0.0038168446626514196,-19.246620178222656,0.4921658933162689,251.69207763671875,188.7303924560547,-5.073845343872563e-08,54.111446380615234
happy,0.011733629740774632,0.02318430319428444,0.07259033620357513,0.25583189725875854,0.16656270623207092,0.9673358201980591,9.999999960041972e-13,31.538423538208008,-2.7861413955688477,4.198233127593994,20.435850143432617,-3.825981616973877,0.022491319105029106,-16.432092666625977,2.25746750831604,282.0164489746094,51.664337158203125,-1.5178322598785599e-07,19.200605392456055
happy,0.0021666090469807386,0.005212428048253059,0.031408779323101044,0.09454955905675888,0.22971704602241516,0.9364140629768372,9.999999960041972e-13,34.1168327331543,-3.0347561836242676,3.7684438228607178,18.61485481262207,-4.993801593780518,0.06990783661603928,-18.29173469543457,0.43342170119285583,250.2519073486328,55.85748291015625,8.937790880736429e-07,40.49288558959961
happy,0.0018654154846444726,0.0055986810475587845,0.023947084322571754,0.07465209066867828,0.17614729702472687,0.963485836982727,9.999999960041972e-13,33.050968170166016,-4.6255106925964355,3.8926961421966553,19.295631408691406,-5.011223316192627,0.07584649324417114,-25.400634765625,3.237764358520508,293.0697021484375,53.95436096191406,2.252575086458819e-06,55.47567367553711
surprise,0.001136474427767098,0.0033744992688298225,0.018113717436790466,0.062451135367155075,0.15121251344680786,0.9726614356040955,9.999999960041972e-13,48.128639221191406,-6.204581260681152,4.3980183601379395,18.125396728515625,-5.517262935638428,0.05337473377585411,-30.09537124633789,3.7133243083953857,294.01922607421875,106.71080780029297,4.49219805886969e-06,46.313720703125
sad,0.004039928782731295,0.011459244415163994,0.034125227481126785,0.09601440280675888,0.1276652216911316,0.9816802740097046,9.999999960041972e-13,38.110076904296875,-4.392991065979004,3.8226394653320312,19.887027740478516,-4.7332892417907715,0.0818195715546608,-21.38134002685547,4.789909839630127,234.61264038085938,57.32868576049805,2.407435431450722e-06,31.51163101196289
surprise,0.002242651069536805,0.007039253134280443,0.02560584433376789,0.09546507894992828,0.16052673757076263,0.9692611694335938,9.999999960041972e-13,32.719295501708984,-5.556254863739014,4.742290496826172,18.990161895751953,-5.598703384399414,0.13063748180866241,-18.963165283203125,0.08051300048828125,220.52828979492188,160.34140014648438,4.687501132139005e-06,71.85526275634766
fear,0.0033355627674609423,0.008692316710948944,0.03270067647099495,0.12362974882125854,0.15781421959400177,0.9715961813926697,9.999999960041972e-13,30.580163955688477,-5.926521301269531,4.852927207946777,19.271156311035156,-3.511923313140869,-0.0007132437895052135,-15.76815128326416,-0.09842550754547119,132.43528747558594,31.665489196777344,-1.0032393049641541e-07,29.12007713317871
angry,0.04932287707924843,0.11883353441953659,0.11609486490488052,0.386941522359848,0.15377095341682434,0.973058819770813,9.999999960041972e-13,40.466548919677734,-4.183022499084473,6.1571221351623535,22.517974853515625,-2.196700096130371,0.15993238985538483,-14.052520751953125,4.61729621887207,248.87005615234375,84.50210571289062,-3.023563294846099e-05,12.571391105651855
fear,0.001874525798484683,0.008574130944907665,0.020145272836089134,0.052276611328125,0.2030090093612671,0.9509788751602173,9.999999960041972e-13,43.98678207397461,-6.275251865386963,4.984796524047852,19.761638641357422,-3.989919662475586,0.04674861207604408,-26.829185485839844,1.8878952264785767,271.8138427734375,202.9604034423828,4.081842348568898e-07,105.86253356933594
surprise,0.015916291624307632,0.046172697097063065,0.07118336856365204,0.24418331682682037,0.18338526785373688,0.9596124291419983,9.999999960041972e-13,35.14059829711914,-3.119016408920288,4.965690612792969,21.815017700195312,-1.8980025053024292,0.06770120561122894,-12.120138168334961,3.7783408164978027,708.7255249023438,699.113037109375,1.003146152811496e-07,34.07356643676758
fear,0.008790123276412487,0.02276802621781826,0.050613611936569214,0.15867914259433746,0.1150701716542244,0.9849215149879456,9.999999960041972e-13,44.332862854003906,-4.217362880706787,3.7305004596710205,20.033203125,-3.667038679122925,0.06111038103699684,-19.726425170898438,2.9302830696105957,251.22337341308594,67.02529907226562,1.3545224646804854e-05,23.204872131347656
happy,0.002131052315235138,0.006399443373084068,0.025397000834345818,0.07584227621555328,0.16621717810630798,0.9685852527618408,9.999999960041972e-13,37.107383728027344,-4.718432903289795,4.070623397827148,18.744712829589844,-5.934121131896973,0.05990332365036011,-24.824098587036133,-0.9091764688491821,310.1314697265625,239.38067626953125,8.159624371728569e-07,52.74953079223633
fear,0.0011812926968559623,0.003066886914893985,0.02013596147298813,0.06995238363742828,0.22227568924427032,0.939108669757843,9.999999960041972e-13,43.54300308227539,-6.215585231781006,4.8120951652526855,18.193204879760742,-4.259030818939209,0.0653156116604805,-26.266511917114258,0.5444183945655823,251.78829956054688,215.7294464111328,2.8647622229982517e-07,35.41381072998047
sad,0.017480263486504555,0.04249115660786629,0.0725342258810997,0.27059322595596313,0.13728727400302887,0.9792041182518005,9.999999960041972e-13,44.017765045166016,-3.8521957397460938,4.545353412628174,20.883468627929688,-3.4398205280303955,0.0943259447813034,-8.096030235290527,-1.8128912448883057,271.1769104003906,190.56658935546875,1.7872015405373531e-06,32.3845100402832
sad,0.00048135960241779685,0.0017859329236671329,0.011289644055068493,0.01325073093175888,0.1084853932261467,0.9874464869499207,9.999999960041972e-13,52.39345169067383,-9.330556869506836,3.7716236114501953,18.191009521484375,-5.435150623321533,0.13431887328624725,-35.037200927734375,2.1295034885406494,338.39764404296875,115.36865234375,2.2605909180128947e-06,57.01228713989258
happy,0.004216292407363653,0.010755379684269428,0.043519020080566406,0.15222471952438354,0.17721590399742126,0.9632121324539185,9.999999960041972e-13,34.688358306884766,-3.0116794109344482,3.9287514686584473,19.29242706298828,-4.7057929039001465,0.08099012076854706,-11.124960899353027,1.5602372884750366,502.12615966796875,750.3692016601562,2.7759442673414014e-06,83.24176025390625
neutral,0.0029927182476967573,0.00781141547486186,0.03310021385550499,0.10212096571922302,0.15969966351985931,0.9704145789146423,9.999999960041972e-13,36.179264068603516,-4.192450046539307,4.002103328704834,19.47107696533203,-5.276320457458496,0.019858676940202713,-22.641441345214844,4.038172245025635,207.30592346191406,54.2691535949707,3.4152922125940677e-06,32.340660095214844
happy,0.004279545973986387,0.010227732360363007,0.042769163846969604,0.12986144423484802,0.1724374145269394,0.9655287265777588,9.999999960041972e-13,34.338096618652344,-3.1841225624084473,3.5502116680145264,17.951099395751953,-5.510851860046387,0.07424520701169968,-21.54250717163086,1.9215149879455566,330.45635986328125,451.15191650390625,-1.567872232044465e-06,34.37181091308594
happy,0.004202289506793022,0.02194664441049099,0.028230564668774605,0.06916196644306183,0.20892074704170227,0.94912189245224,9.999999960041972e-13,51.18418884277344,-5.253261566162109,5.440678119659424,19.17729949951172,-3.584198236465454,0.07460998743772507,-20.74597930908203,0.9407212734222412,517.2662963867188,637.5963134765625,8.945427794060379e-07,125.52718353271484
surprise,0.035267412662506104,0.08578542619943619,0.1141015961766243,0.4122161865234375,0.1205005943775177,0.9830881357192993,9.999999960041972e-13,34.04684829711914,-2.40059494972229,4.1726274490356445,22.64797019958496,-2.282334566116333,0.10233578830957413,-8.627324104309082,1.9451550245285034,452.7974853515625,397.3798522949219,7.027018909866456e-06,15.833808898925781
neutral,0.002178747206926346,0.005381510592997074,0.030401576310396194,0.09348143637180328,0.1611100286245346,0.9689675569534302,9.999999960041972e-13,28.796348571777344,-3.984126091003418,3.7503106594085693,19.586755752563477,-5.082767963409424,0.03748271241784096,-14.976974487304688,2.6283318996429443,379.6077575683594,527.3782348632812,-3.5170279488738743e-07,38.98366165161133
fear,0.0020174323581159115,0.006041354965418577,0.024025801569223404,0.07617796957492828,0.1315915286540985,0.9810224175453186,9.999999960041972e-13,47.44375991821289,-6.9303765296936035,4.55308198928833,19.511571884155273,-3.8616690635681152,0.13185733556747437,-21.68299102783203,-0.2737981081008911,476.72967529296875,753.31689453125,-1.8146433831134345e-06,36.65504455566406
fear,0.0013187996810302138,0.004215858411043882,0.021022194996476173,0.07303464412689209,0.16094419360160828,0.969457745552063,9.999999960041972e-13,33.287532806396484,-5.725545406341553,4.6344895362854,19.11189842224121,-5.4826483726501465,0.007292024325579405,-20.103452682495117,1.4557313919067383,522.1299438476562,729.1337890625,-4.38510916467294e-08,62.06011199951172
angry,0.024746892973780632,0.07251953333616257,0.08527547121047974,0.2679717540740967,0.1643676459789276,0.9682905673980713,9.999999960041972e-13,38.398860931396484,-2.679840564727783,4.539179801940918,21.53375816345215,-2.9307024478912354,0.08221465349197388,-10.565084457397461,4.086636066436768,315.99761962890625,242.12594604492188,-3.022827286258689e-06,23.054059982299805
sad,0.006500803865492344,0.013818604871630669,0.05092890188097954,0.18805541098117828,0.17563967406749725,0.9637947082519531,9.999999960041972e-13,33.69986343383789,-3.1069300174713135,4.397153854370117,19.108186721801758,-2.035172700881958,0.10470622777938843,-3.1232893466949463,-2.0359740257263184,426.0417175292969,777.6045532226562,-4.7682783588243183e-07,25.292137145996094
surprise,0.0025466056540608406,0.006766319274902344,0.03142644464969635,0.105010986328125,0.17006909847259521,0.9657124280929565,9.999999960041972e-13,34.5820198059082,-3.9385247230529785,4.091864585876465,19.70016098022461,-4.713545799255371,0.09043590724468231,-21.581443786621094,0.29783856868743896,603.4087524414062,701.530517578125,-5.486655936692841e-06,40.48060989379883
angry,0.03313733637332916,0.09621031582355499,0.10892938077449799,0.3396758437156677,0.1828136146068573,0.9604169130325317,9.999999960041972e-13,39.24591827392578,-1.285428524017334,4.443782806396484,21.418415069580078,-4.139517307281494,0.07018551975488663,-1.9372444152832031,-3.584470748901367,173.52267456054688,36.28275680541992,4.175476533418987e-06,27.803123474121094
